Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA50,MA200,RSI,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Price Change,Volume Change
2023-04-18,164.63963362494738,164.93881827346286,163.58252772173427,164.7792510986328,41516200.0,0.0,0.0,157.21853973388673,145.94327953338623,46.56932382688253,163.62142639160157,167.232908076572,160.00994470663116,0.019927978515625,-7870300.0
2023-04-19,165.64689859925232,166.95332258949836,165.1981139894548,166.01588439941406,49923000.0,0.0,0.0,157.58852783203125,146.086434135437,52.91666312487781,163.90564880371093,167.31606768930118,160.49522991812069,1.23663330078125,8406800.0
2023-04-20,165.3477196958388,167.70128249571766,165.0884192069762,167.1727294921875,47720200.0,0.0,0.0,157.99182495117188,146.23537296295166,64.13449717236293,164.16843032836914,167.73982100361678,160.5970396531215,1.1568450927734375,-2202800.0
2023-04-21,165.6369036471401,167.4120465985471,165.10835070189884,166.19537353515625,52456400.0,0.0,0.0,158.4174606323242,146.37942501068116,57.225796415436065,164.2556915283203,167.9395765384863,160.57180651815432,-0.97735595703125,4736200.0
2023-04-22,164.5997564219433,165.99593121802175,164.04128650351194,164.56983947753906,58337300.0,0.0,0.0,158.7986181640625,146.4942245864868,51.168851297713566,164.2616760253906,167.94727960751473,160.5760724432665,-1.6255340576171875,5880900.0
2023-04-23,164.5997564219433,165.99593121802175,164.04128650351194,164.56983947753906,58337300.0,0.0,0.0,159.07765502929686,146.59088176727295,51.168851297713566,164.26766052246094,167.95494097934238,160.5803800655795,0.0,0.0
2023-04-24,164.5997564219433,165.99593121802175,164.04128650351194,164.56983947753906,58337300.0,0.0,0.0,159.35669189453125,146.68604793548585,51.168851297713566,164.21031799316407,167.83790349561048,160.58273249071766,0.0,0.0
2023-04-25,164.54988095597378,165.1482502463153,163.44290842085616,164.8789825439453,41949600.0,0.0,0.0,159.64191162109375,146.78758113861085,62.61471028962265,164.1953582763672,167.808577407856,160.58213914487837,0.30914306640625,-16387700.0
2023-04-26,164.7393666230018,165.85630641051569,163.28334278528118,163.3232421875,48714100.0,0.0,0.0,159.8401693725586,146.90787822723388,61.07384541308637,164.19585723876952,167.80856619896258,160.58314827857646,-1.5557403564453125,6764500.0
2023-04-27,162.61517555853104,164.82912069314364,162.35589030766388,163.31326293945312,45498800.0,0.0,0.0,160.08270568847655,147.02812541961669,64.3867813886687,164.1509796142578,167.78514157726806,160.51681765124755,-0.009979248046875,-3215300.0
2023-04-28,164.73937477582913,168.10017676383077,164.73937477582913,167.95059204101562,64902300.0,0.0,0.0,160.3926580810547,147.1715592575073,61.96478696822348,164.3379684448242,168.35026691688387,160.32566997276456,4.6373291015625,19403500.0
2023-04-29,168.03037633025767,169.38666695235054,167.42203975967564,169.2171173095703,55209200.0,0.0,0.0,160.77341674804688,147.3196854019165,67.42004498326841,164.58828353881836,169.15371043917116,160.02285663846556,1.2665252685546875,-9693100.0
2023-04-30,168.03037633025767,169.38666695235054,167.42203975967564,169.2171173095703,55209200.0,0.0,0.0,161.1958612060547,147.47496913909913,67.42004498326841,164.8385986328125,169.844601349445,159.83259591618,0.0,0.0
2023-05-01,168.03037633025767,169.38666695235054,167.42203975967564,169.2171173095703,55209200.0,0.0,0.0,161.6183056640625,147.6334340286255,67.42004498326841,165.2200553894043,170.34440456023117,160.09570621857745,0.0,0.0
2023-05-02,168.81821320825165,169.98501969314412,168.17995969812677,169.1273651123047,52472900.0,0.0,0.0,162.038955078125,147.7683372116089,66.8992183700822,165.6583564758301,170.5260342661993,160.79067868546088,-0.089752197265625,-2736300.0
2023-05-03,169.62599009081742,169.8852905486751,167.08294345843493,168.08021545410156,48425700.0,0.0,0.0,162.39936889648436,147.9209186935425,58.143090339138936,166.07920455932617,170.1555741006063,162.00283501804606,-1.047149658203125,-4047200.0
2023-05-04,169.03760523848953,170.4537296628055,166.703992393511,166.99319458007812,65136000.0,0.0,0.0,162.6957580566406,148.06806507110596,49.287872405328066,166.17344665527344,170.24245504146987,162.104438269077,-1.0870208740234375,16710300.0
2023-05-05,164.44018404024763,166.58431281295654,163.8617644381168,165.3377227783203,81235400.0,0.0,0.0,162.9510592651367,148.20693408966065,46.77177944695178,166.2023666381836,170.23713398008488,162.16759929628233,-1.6554718017578125,16099400.0
2023-05-06,170.51356574360037,173.82451615472047,170.29416468179537,173.0965118408203,113316400.0,0.0,0.0,163.3044924926758,148.3645658493042,71.95683163772901,166.61922607421874,171.6307565334345,161.607695615003,7.7587890625,32081000.0
2023-05-07,170.51356574360037,173.82451615472047,170.29416468179537,173.0965118408203,113316400.0,0.0,0.0,163.6748794555664,148.51553714752197,71.95683163772901,167.0360855102539,172.73592640272653,161.3362446177813,0.0,0.0
2023-05-08,170.51356574360037,173.82451615472047,170.29416468179537,173.0965118408203,113316400.0,0.0,0.0,164.04526641845703,148.6659616470337,71.95683163772901,167.4519485473633,173.65034407628784,161.25355301843874,0.0,0.0
2023-05-09,172.00946594700244,173.37573890010384,171.6404801858307,173.0266876220703,55962800.0,0.0,0.0,164.41425689697266,148.81837322235108,71.24278537453992,167.8024887084961,174.43658526467604,161.16839215231616,-0.06982421875,-57353600.0
2023-05-10,172.57792910959586,173.06658266892038,171.13188769884806,171.30142211914062,45326900.0,0.0,0.0,164.70087310791016,148.9428728866577,70.61853474792024,168.00892333984376,174.81522088048285,161.20262579920467,-1.7252655029296875,-10635900.0
2023-05-11,172.54801238745625,173.5552516683105,171.43105735650065,173.08653259277344,53724500.0,0.0,0.0,164.98569427490236,149.07629810333253,73.1350238068234,168.3534812927246,175.46412207633173,161.24284050911749,1.7851104736328125,8397600.0
2023-05-12,173.3757495258057,174.1137210933773,171.7003245925906,173.27601623535156,49514700.0,0.0,0.0,165.3032257080078,149.21067073822022,65.96887002149577,168.78879013061524,175.9895399142063,161.5880403470242,0.189483642578125,-4209800.0
2023-05-13,173.38585205810793,173.82526111441723,170.76939025326212,172.3372802734375,45497800.0,0.24,0.0,165.58004272460937,149.32951404571534,59.54376541947986,169.17716217041016,176.25666362063419,162.09766072018613,-0.9387359619140625,-4016900.0
2023-05-14,173.38585205810793,173.82526111441723,170.76939025326212,172.3372802734375,45497800.0,0.24,0.0,165.83053131103514,149.43399250030518,59.54376541947986,169.56553421020507,176.42976853214154,162.7012998882686,0.0,0.0
2023-05-15,173.38585205810793,173.82526111441723,170.76939025326212,172.3372802734375,45497800.0,0.24,0.0,166.08101989746095,149.55333278656005,59.54376541947986,169.93844909667968,176.53584308606474,163.3410551072946,0.0,0.0
2023-05-16,172.92649337143334,172.97642899291336,171.23876993760962,171.8379669189453,37266700.0,0.0,0.0,166.32152221679686,149.69279232025147,58.088371889718175,170.36418533325195,176.22159295161393,164.50677771488998,-0.4993133544921875,-8231100.0
2023-05-17,171.75807297221974,172.90651607519888,171.56832675352302,171.8379669189453,42110300.0,0.0,0.0,166.60131713867187,149.7778743362427,61.96049367366485,170.79042053222656,175.64172118687196,165.93911987758116,0.0,4843600.0
2023-05-18,171.47844864012495,172.69678940031352,170.19017972528923,172.45712280273438,57951600.0,0.0,0.0,166.9060610961914,149.86605213165282,67.92492120891751,171.0157470703125,175.72832018178406,166.30317395884094,0.6191558837890625,15841300.0
2023-05-19,172.76669586509925,175.00368053431094,172.3472640967867,174.81393432617188,65496700.0,0.0,0.0,167.1957110595703,149.9660139846802,79.71998656211147,171.29558792114258,176.21845785219026,166.3727179900949,2.3568115234375,7545100.0
2023-05-20,176.15213466613238,176.15213466613238,174.7040930618688,174.92379760742188,55772400.0,0.0,0.0,167.45584503173828,150.07845447540282,61.01628805928684,171.58092193603517,176.65573352484083,166.5061103472295,0.10986328125,-9724300.0
2023-05-21,176.15213466613238,176.15213466613238,174.7040930618688,174.92379760742188,55772400.0,0.0,0.0,167.66531799316405,150.20426570892334,61.01628805928684,171.86625595092772,177.02253103617602,166.70998086567943,0.0,0.0
2023-05-22,176.15213466613238,176.15213466613238,174.7040930618688,174.92379760742188,55772400.0,0.0,0.0,167.87479095458986,150.35801120758057,61.01628805928684,172.15607757568358,177.3157629405679,166.99639221079926,0.0,0.0
2023-05-23,173.74536810250643,174.47439460355938,173.21608407408846,173.96507263183594,43570900.0,0.0,0.0,168.0650894165039,150.53753170013428,55.109657650112496,172.4503204345703,177.29277329140746,167.60786757773315,-0.9587249755859375,-12201500.0
2023-05-24,172.89653392147025,173.14619678903398,171.0490226062137,171.32864379882812,50747300.0,0.0,0.0,168.17732849121094,150.70521434783936,50.13484586452525,172.6670928955078,176.8200256784372,168.51416011257842,-2.6364288330078125,7176400.0
2023-05-25,170.85927252265486,172.18748077662556,170.29004912135989,171.60826110839844,45143500.0,0.0,0.0,168.30593017578124,150.8742950820923,41.39352417772976,172.98061981201172,175.38053282420685,170.5807067998166,0.2796173095703125,-5603800.0
2023-05-26,172.1774942175649,173.66547507432605,171.4584639792894,172.7567138671875,56058300.0,0.0,0.0,168.49479919433594,151.04911808013915,47.280314666146694,172.96362991333007,175.36489916062993,170.5623606660302,1.1484527587890625,10914800.0
2023-05-27,173.0862804330217,175.5329734916611,172.87655691909848,175.19342041015625,54835000.0,0.0,0.0,168.7144512939453,151.233436088562,62.92947433860606,173.06847534179687,175.66901792754234,170.4679327560514,2.43670654296875,-1223300.0
2023-05-28,173.0862804330217,175.5329734916611,172.87655691909848,175.19342041015625,54835000.0,0.0,0.0,168.9341033935547,151.41486637115477,62.92947433860606,173.17332077026367,175.942252066561,170.40438947396635,0.0,0.0
2023-05-29,173.0862804330217,175.5329734916611,172.87655691909848,175.19342041015625,54835000.0,0.0,0.0,169.15375549316406,151.61934833526612,62.92947433860606,173.28165740966796,176.19235355404984,170.37096126528607,0.0,0.0
2023-05-30,173.0862804330217,175.5329734916611,172.87655691909848,175.19342041015625,54835000.0,0.0,0.0,169.37340759277345,151.76408527374267,65.90901527505075,173.47625732421875,176.34968717070396,170.60282747773354,0.0,0.0
2023-05-31,176.7213600053285,178.74862114612722,176.3318865654266,177.06089782714844,55964400.0,0.0,0.0,169.68286590576173,151.90406970977784,71.03774489437183,173.6749755859375,176.9557594736797,170.39419169819527,1.8674774169921875,1129400.0
2023-06-01,177.09086501462403,179.1081452280656,176.52162636877583,177.01097106933594,99625300.0,0.0,0.0,170.01585845947267,152.04380451202394,69.22426820611459,173.86172332763672,177.45701357379485,170.2664330814786,-0.0499267578125,43660900.0
2023-06-02,177.4603610755877,179.8770957758611,176.69139518606963,179.84713745117188,68901800.0,0.0,0.0,170.4195361328125,152.1977201461792,70.42138420849307,174.23721618652343,178.6400953795609,169.83433699348595,2.8361663818359375,-30723500.0
2023-06-03,180.78587233883144,181.53486093281265,179.01825499033646,180.7059783935547,61945900.0,0.0,0.0,170.73148864746094,152.36299976348877,72.11608609224369,174.6556510925293,179.8226264319486,169.48867575311,0.8588409423828125,-6955900.0
2023-06-04,180.78587233883144,181.53486093281265,179.01825499033646,180.7059783935547,61945900.0,0.0,0.0,171.05042175292968,152.51951679229737,72.11608609224369,175.07408599853517,180.77807581240984,169.3700961846605,0.0,0.0
2023-06-05,180.78587233883144,181.53486093281265,179.01825499033646,180.7059783935547,61945900.0,0.0,0.0,171.36935485839842,152.68225727081298,72.11608609224369,175.51748657226562,181.53250790767584,169.50246523685541,0.0,0.0
2023-06-06,182.38371956627464,184.70058301118783,177.79989782026993,179.33782958984375,121946500.0,0.0,0.0,171.66092498779298,152.82854793548583,69.9260136201942,175.89247970581056,181.8766878150456,169.9082715965755,-1.3681488037109375,60000600.0
2023-06-07,179.72730764994537,179.8770992763065,177.19072436334068,178.9683380126953,64848400.0,0.0,0.0,171.94470672607423,152.97015323638917,84.06068233613388,176.2180404663086,182.12326523401734,170.31281569859985,-0.3694915771484375,-57098100.0
2023-06-08,178.1993591903379,180.96562784957044,177.08087449268916,177.5802001953125,61944600.0,0.0,0.0,172.1759930419922,153.10481784820556,74.23017918013727,176.35635375976562,182.25268324474146,170.4600242747898,-1.3881378173828125,-2903800.0
2023-06-09,177.66007963684837,180.59611721859605,177.2206858168101,180.3264923095703,50214900.0,0.0,0.0,172.43906829833983,153.25321392059325,77.187975083823,176.62648849487306,182.73760277178346,170.51537421796266,2.7462921142578125,-11729700.0
2023-06-10,181.2552379779913,181.9842492689996,180.38641609366343,180.71597290039065,48870700.0,0.0,0.0,172.72948028564454,153.41988780975342,73.25488452424406,176.91609725952148,183.23298224825925,170.5992122707837,0.3894805908203409,-1344200.0
2023-06-11,181.2552379779913,181.9842492689996,180.38641609366343,180.71597290039065,48870700.0,0.0,0.0,173.05240295410155,153.57575778961183,73.25488452424406,177.20570602416993,183.6674436602056,170.74396838813425,0.0,0.0
2023-06-12,181.2552379779913,181.9842492689996,180.38641609366343,180.71597290039065,48870700.0,0.0,0.0,173.3753256225586,153.72719661712645,73.25488452424406,177.54325103759766,183.99751587163604,171.08898620355927,0.0,0.0
2023-06-13,181.025554072546,183.64201601648324,180.7259555874801,183.54214477539065,54274900.0,0.0,0.0,173.75477172851564,153.8927663040161,78.39676225985795,178.15392608642577,184.44142733459964,171.8664248382519,2.826171875,5404200.0
2023-06-14,182.55348317700447,183.90165345516425,182.19396805518625,183.0627899169922,54929100.0,0.0,0.0,174.11844787597656,154.07067638397217,72.54314455489114,178.72665252685547,184.57510881140965,172.8781962423013,-0.4793548583984659,654200.0
2023-06-15,183.12271513340767,184.14134389926085,181.77454479216084,183.70193481445312,57462900.0,0.0,0.0,174.52602172851562,154.25178218841552,74.06608556679181,179.27391357421874,184.81029026309704,173.73753688534043,0.6391448974609375,2533800.0
2023-06-16,183.71193194142057,186.2684772778539,183.5321667521524,185.7591552734375,65433200.0,0.0,0.0,174.97493957519532,154.4431740951538,72.52663427839178,179.8022003173828,185.7035055302062,173.90089510455942,2.057220458984375,7970300.0
2023-06-17,186.4781804605333,186.73783958924915,184.0215064339309,184.67062377929688,101235600.0,0.0,0.0,175.30934020996094,154.6484906387329,64.84666327632604,180.27606048583985,186.14104114012693,174.41107983155277,-1.088531494140625,35802400.0
2023-06-18,186.4781804605333,186.73783958924915,184.0215064339309,184.67062377929688,101235600.0,0.0,0.0,175.61841033935548,154.86899242401122,64.84666327632604,180.7499206542969,186.41381513133342,175.08602617726035,0.0,0.0
2023-06-19,186.4781804605333,186.73783958924915,184.0215064339309,184.67062377929688,101235600.0,0.0,0.0,175.92748046875,155.05534000396727,64.84666327632604,181.2237808227539,186.50303369891225,175.94452794659554,0.0,0.0
2023-06-20,186.4781804605333,186.73783958924915,184.0215064339309,184.67062377929688,101235600.0,0.0,0.0,176.23655059814453,155.24029346466065,72.24996562138696,181.60426712036133,186.71443576518695,176.4940984755357,0.0,0.0
2023-06-21,184.16131632379705,185.84903970115823,184.16131632379705,184.760498046875,49799100.0,0.0,0.0,176.54921325683594,155.4281856918335,74.74392051595262,181.9917434692383,186.80184968599949,177.1816372524771,0.089874267578125,-51436500.0
2023-06-22,184.6506488937692,185.1599708909216,182.3437664588452,183.71192932128903,49515700.0,0.0,0.0,176.86184753417967,155.61083507537842,76.9772272295789,182.18498306274415,186.9425632130527,177.4274029124356,-1.048568725585966,-283400.0
2023-06-23,183.49221980695384,186.79775361246232,183.422306892294,186.7478179931641,51245300.0,0.0,0.0,177.2569400024414,155.80866390228272,77.54932100155523,182.4870750427246,187.60301542990874,177.37113465554046,3.035888671875057,1729600.0
2023-06-24,185.29977218365863,187.3070560321165,184.76049188882976,186.42823791503903,53079300.0,0.0,0.0,177.67875030517578,156.0107696914673,74.65512631208686,182.77318801879883,188.10520186814458,177.4411741694531,-0.31958007812505684,1834000.0
2023-06-25,185.29977218365863,187.3070560321165,184.76049188882976,186.42823791503903,53079300.0,0.0,0.0,177.94538482666016,156.23139652252198,74.65512631208686,183.05930099487304,188.53639371068138,177.5822082790647,0.0,0.0
2023-06-26,185.29977218365863,187.3070560321165,184.76049188882976,186.42823791503903,53079300.0,0.0,0.0,178.21201934814454,156.4618314743042,74.65512631208686,183.4138214111328,188.79370164803345,178.03394117423215,0.0,0.0
2023-06-27,186.57805067120452,187.79640664906896,184.9802022692872,185.0201568603516,48088700.0,0.0,0.0,178.45049224853517,156.67671237945558,57.269213739484044,183.71641235351564,188.710441300537,178.72238340649426,-1.4080810546874432,-4990600.0
2023-06-28,185.6393095002511,188.1359380185924,185.41960497158016,187.806381225586,50730800.0,0.0,0.0,178.74608612060547,156.90796390533447,69.01526476625756,184.22772140502929,188.6361475745691,179.81929523548948,2.7862243652344034,2642100.0
2023-06-29,187.67655430359167,189.6438988227461,187.34701274416585,188.99478149414065,51216800.0,0.0,0.0,179.09995330810546,157.14515743255615,70.3221338732696,184.6611358642578,189.15817261274532,180.16409911577028,1.188400268554659,486000.0
2023-06-30,188.8250133272047,189.81368372402287,188.685202737189,189.33432006835932,46347300.0,0.0,0.0,179.42490905761719,157.38404865264891,65.81275375777446,185.09205322265626,189.64863104991906,180.53547539539346,0.33953857421866473,-4869500.0
2023-07-01,191.3715791022869,194.21772654519864,191.0020677098608,193.7084197998047,85069600.0,0.0,0.0,179.83355712890625,157.6332099533081,80.97202743814744,185.74167556762694,191.27193524152858,180.2114158937253,4.374099731445369,38722300.0
2023-07-02,191.3715791022869,194.21772654519864,191.0020677098608,193.7084197998047,85069600.0,0.0,0.0,180.2609799194336,157.87749202728273,80.97202743814744,186.39129791259765,192.4618317455092,180.3207640796861,0.0,0.0
2023-07-03,191.3715791022869,194.21772654519864,191.0020677098608,193.7084197998047,85069600.0,0.0,0.0,180.68840270996094,158.1330260848999,80.97202743814744,186.89961166381835,193.6320781946692,180.1671451329675,0.0,0.0
2023-07-04,193.5186819964897,193.6185532394759,191.5014017462244,192.20046997070312,31458200.0,0.0,0.0,181.08566650390625,158.41442798614503,73.38722213586188,187.35649566650392,194.23134746406336,180.48164386894447,-1.5079498291015625,-53611400.0
2023-07-05,193.5186819964897,193.6185532394759,191.5014017462244,192.20046997070312,31458200.0,0.0,0.0,181.4929165649414,158.7057375717163,73.23781218962134,187.78142242431642,194.75504273956207,180.80780210907076,0.0,0.0
2023-07-06,191.3116575316673,192.71974443580936,190.36292650356395,191.0719757080078,46920300.0,0.0,0.0,181.87759674072265,158.99140468597412,72.87397093971703,188.04706344604492,195.10063185785677,180.99349503423306,-1.1284942626953125,15462100.0
2023-07-07,189.58398600748745,191.7610540739458,188.9448496944212,191.55133056640625,45094300.0,0.0,0.0,182.2594808959961,159.27946857452392,67.74907957127466,188.3910987854004,195.42243117090956,181.35976639989124,0.4793548583984375,-1826000.0
